data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,gruppo
2015-12-29,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Virginia Sauer
2022-11-22,18:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Alexandra Yundt
2016-09-14,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Tressa Johns
2021-12-20,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Torrance Baumbach
2023-10-28,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Blaise Bradtke
2022-03-17,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Neoma Gusikowski
2019-09-17,18:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Vallie Hayes
2019-10-05,20:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Alda Boehm
2023-03-09,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Freeda Corkery
2022-07-14,18:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Bernadette Stark
2017-06-07,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Elliot Mertz
2024-07-06,19:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Vallie Hayes
2022-06-04,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Brittany Morissette
2019-09-05,19:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Camden Schiller
2016-04-15,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Micaela Stark
2024-08-04,23:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Lance Marquardt
2021-10-09,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Melvina Welch
2017-06-23,23:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Bernadette Stark
2017-07-16,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Brittany Morissette
2021-03-14,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Forest Bins
2016-12-24,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Anita Rippin
2019-08-16,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Harmon Walter
2021-03-02,20:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Dessie Daugherty
2015-12-25,23:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Lilyan Bins
2015-09-18,23:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Amelia Cruickshank
2023-12-28,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Francesco Macejkovic
2022-06-30,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Elliot Mertz
2023-09-18,23:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Shanelle Beier
2021-06-02,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Rose Herzog
2025-08-06,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Keira Wisozk
2015-09-14,19:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Sven McKenzie
2020-02-23,22:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Forest Bins
2017-10-18,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Okey Dietrich
2021-07-04,20:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Anita Rippin
2024-09-13,22:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Kurt Harvey
2020-02-13,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Hollie Feil
2019-05-26,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Vallie Hayes
2023-02-07,21:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Zane Bode
2019-04-05,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Virginia Sauer
2021-05-23,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Okey Dietrich
2016-05-31,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Lexus Cole
2015-09-24,21:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Veronica Miller
2020-06-07,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Forest Bins
2022-08-07,23:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Shanelle Beier
2016-10-01,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Tate Denesik
2015-10-01,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Tate Denesik
2022-05-21,21:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Patrick Rutherford
2022-05-11,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Neoma Gusikowski
2018-09-03,22:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Harmon Walter
2020-02-23,22:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Emelia Friesen
2017-01-01,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Olga Goldner
2019-01-29,23:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Rose Herzog
2020-01-07,20:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Rose Herzog
2023-04-05,19:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Tate Denesik
2021-09-19,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Blaise Bradtke
2024-03-21,20:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Isabella Towne
2020-07-20,23:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Zane Bode
2017-04-19,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Isabella Towne
2018-08-08,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Vallie Hayes
2018-04-03,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Freeda Corkery
2018-08-11,20:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Harmon Walter
2019-04-27,18:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Omer Berge
2021-07-26,18:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Zane Bode
2020-11-25,20:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Patrick Rutherford
2019-09-18,20:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Bernadette Stark
2021-07-13,20:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Virginia Sauer
2021-12-30,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Freeda Corkery
2024-07-15,21:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Isabella Towne
2018-08-23,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Neoma Gusikowski
2015-12-14,22:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Billy Anderson
2018-03-09,20:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Francesco Macejkovic
2016-04-03,23:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Kurt Harvey
2025-01-19,22:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Lexus Cole
2023-11-18,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Camden Schiller
2024-02-29,18:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Rose Herzog
2017-06-08,20:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Micaela Stark
2021-05-23,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Neoma Gusikowski
2022-10-09,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Rose Herzog
2020-03-29,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Vincenza Quigley
2023-03-23,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Hipolito Littel
2019-03-27,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Neoma Gusikowski
2021-09-10,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Elliot Mertz
2018-10-30,21:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Isabella Towne
2025-02-09,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Blaise Bradtke
2024-07-30,21:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Lexus Cole
2018-01-09,23:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Amelia Cruickshank
2023-05-21,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Torrance Baumbach
2017-12-12,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Vallie Hayes
2015-12-29,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Rose Herzog
2023-04-13,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Blaise Bradtke
2021-09-04,19:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Alda Boehm
2021-11-16,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Zane Bode
2025-01-16,19:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Braeden Mayert
2019-06-25,21:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Okey Dietrich
2021-03-18,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Lilyan Bins
2019-05-10,18:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Harmon Walter
2024-05-08,19:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Anita Rippin
2019-02-23,18:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Freeda Corkery
2019-04-07,20:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Amelia Cruickshank
2016-06-19,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Camden Schiller
2021-04-01,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Vallie Hayes
2017-03-14,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Sabryna Abbott
2015-08-19,22:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Antone Ortiz
2015-09-19,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Amelia Cruickshank
2020-02-21,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Sven McKenzie
2018-09-18,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Forest Bins
2025-05-21,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Elliot Mertz
2021-12-26,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Bernadette Stark
2018-08-29,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Sabryna Abbott
2017-03-20,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Turner Lebsack
2017-05-27,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Alexandra Yundt
2016-10-17,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Brittany Morissette
2021-05-02,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Keira Wisozk
2023-12-25,18:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Melvina Welch
2021-02-22,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Keira Wisozk
2024-04-06,23:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Kurt Harvey
2022-03-23,19:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Bernadette Stark
2021-01-12,18:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Blaise Bradtke
2019-06-23,19:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Kurt Harvey
2018-02-28,18:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Sven McKenzie
2022-04-06,18:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Lilyan Bins
2022-07-10,20:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Hollie Feil
2023-11-09,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Lexus Cole
2021-05-05,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Dessie Daugherty
2020-03-08,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Emelia Friesen
2021-01-07,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Patrick Rutherford
2021-06-14,21:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Alexandra Yundt
2020-11-22,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Gwen Turcotte
2020-02-27,19:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Hollie Feil
2018-05-04,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Dessie Daugherty
2022-08-20,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Neoma Gusikowski
2018-02-14,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Rose Herzog
2025-08-02,20:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Zane Bode
2019-02-05,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Tate Denesik
2022-08-08,23:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Sabryna Abbott
2020-02-13,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Antone Ortiz
2025-06-06,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Forest Bins
2022-12-04,22:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Virginia Sauer
2020-03-23,23:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Anita Rippin
2020-09-24,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Virginia Sauer
2016-12-14,22:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Tressa Johns
2023-04-15,21:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Virginia Sauer
2019-08-28,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Kurt Harvey
2019-03-03,19:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Maureen Macejkovic
2024-01-10,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Amelia Cruickshank
2023-10-14,18:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Antone Ortiz
2019-01-26,22:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Maximilian Rice
2023-11-20,22:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Keira Wisozk
2015-10-18,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Maximilian Rice
2015-12-10,18:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Isabella Towne
2020-06-20,20:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Maximilian Rice
2015-11-28,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Torrance Baumbach
2022-04-30,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Veronica Miller
2018-02-15,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Melvina Welch
2016-11-05,22:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Lexus Cole
2018-02-23,20:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Turner Lebsack
2017-10-15,21:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Tressa Johns
2024-05-08,19:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Keira Wisozk
2018-10-29,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Emelia Friesen
2024-09-28,23:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Tressa Johns
2017-08-21,19:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Tressa Johns
2016-07-11,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Lilyan Bins
2016-02-09,22:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Francesco Macejkovic
2016-09-02,20:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Freeda Corkery
2018-10-20,23:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Vallie Hayes
2024-12-18,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Elliot Mertz
2023-06-09,19:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Billy Anderson
2019-02-05,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Zane Bode
2020-08-08,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Alexandra Yundt
2019-09-22,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Tate Denesik
2019-10-03,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Amelia Cruickshank
2019-04-20,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Tressa Johns
2018-11-26,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Camden Schiller
2024-03-23,20:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Turner Lebsack
2016-04-20,23:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Harmon Walter
2023-09-21,20:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Freeda Corkery
2021-09-17,20:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Lance Marquardt
2017-08-27,18:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Micaela Stark
2018-09-27,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Turner Lebsack
2022-03-12,20:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Camden Schiller
2019-02-05,22:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Patrick Rutherford
2016-02-19,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Elliot Mertz
2019-08-24,22:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Camden Schiller
2023-09-25,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Maureen Macejkovic
2019-07-09,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Tate Denesik
2022-02-16,20:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Micaela Stark
2017-02-08,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Sabryna Abbott
2018-09-10,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Lexus Cole
2020-05-23,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Emelia Friesen
2023-09-27,19:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Lexus Cole
2023-11-19,18:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Elliot Mertz
2022-03-12,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Neoma Gusikowski
2016-05-16,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Kurt Harvey
2018-01-07,18:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Olga Goldner
2024-05-23,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Isabella Towne
2015-11-30,23:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Hipolito Littel
2015-09-04,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Okey Dietrich
2022-08-24,18:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Patrick Rutherford
2018-04-13,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Tate Denesik
2025-03-21,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Neoma Gusikowski
2015-12-13,22:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Neoma Gusikowski
2015-09-18,22:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Antone Ortiz
2018-03-17,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Lilyan Bins
2019-04-29,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Vallie Hayes
2021-10-18,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Virginia Sauer
2024-09-13,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Keira Wisozk
2021-01-27,18:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Vincenza Quigley
2021-12-10,18:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Kurt Harvey
2020-06-11,23:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Tressa Johns
2024-06-15,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Beau Gibson
2018-10-30,21:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Camden Schiller
2017-08-10,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Harmon Walter
2020-03-01,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Hipolito Littel
2019-04-11,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lilyan Bins
2021-06-20,19:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Hipolito Littel
2021-06-15,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Beau Gibson
2019-11-25,20:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Kurt Harvey
2021-10-18,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Maureen Macejkovic
2023-12-19,18:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Omer Berge
2019-06-02,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Neoma Gusikowski
2021-10-13,18:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Amelia Cruickshank
2024-09-26,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Alexandra Yundt
