data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,artista
2022-11-05,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Kasey Weissnat
2018-02-15,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Vicenta Nitzsche
2024-08-13,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Louvenia Beer
2018-01-08,18:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Jenifer Kuvalis
2020-07-01,23:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Jaden Gutmann
2022-12-09,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Ernestina Leffler
2022-06-05,18:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Ima Hilpert
2022-01-30,23:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Nellie Schowalter
2024-02-22,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Hailey Schroeder
2016-09-30,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Vicenta Nitzsche
2015-12-28,18:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Lempi Streich
2019-03-22,23:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Ima Hilpert
2024-10-27,22:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Kirsten Weissnat
2025-03-02,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Tyreek Padberg
2020-10-23,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Morris Hermann
2022-10-22,22:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Lia Christiansen
2019-07-03,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Taya Dicki
2019-11-14,22:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Ova Collins
2015-11-11,19:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Geovanny Bayer
2024-02-27,19:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Morris Hermann
2022-06-14,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Dedrick Schiller
2021-10-18,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Mike Herman
2020-04-13,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Willow Kling
2018-04-24,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Charity Hills
2016-03-05,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Kirsten Weissnat
2025-03-29,19:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Annie Lesch
2017-02-08,19:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Nelda Hermann
2024-01-28,18:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Keagan Mann
2020-05-23,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Tommie Reynolds
2021-02-15,21:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Taylor Hessel
2024-12-09,21:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Sammie Dicki
2022-02-14,22:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Hailey Schroeder
2024-02-28,23:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Casimer Morar
2016-08-25,20:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Robert Dietrich
2024-03-05,21:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Wilson Stracke
2017-03-02,21:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Morris Hermann
2018-12-29,18:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Archibald Pacocha
2022-02-14,22:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Fatima Murazik
2020-03-20,20:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Sammie Dicki
2018-11-26,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Antonietta Bernhard
2018-06-26,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Ernesto Zboncak
2019-08-17,18:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Christelle Bogan
2017-05-08,19:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Gayle Walker
2019-03-12,21:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Christelle Bogan
2016-03-27,18:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Stefan Welch
2017-03-22,19:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Albertha Harris
2018-02-04,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Stefan Welch
2024-01-07,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Jazlyn Little
2025-06-13,23:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Archibald Pacocha
2018-09-18,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Lia Christiansen
2021-04-11,21:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Keagan Mann
2019-02-11,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Webster Schroeder
2024-06-08,23:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Ernestina Leffler
2017-06-07,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Orlo Simonis
2016-09-05,22:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Dedrick Schiller
2017-10-18,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Francisca Monahan
2020-04-26,19:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Bridgette Breitenberg
2016-10-13,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Bonita Larson
2020-07-03,18:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Sammie Dicki
2024-01-17,20:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Antonietta Bernhard
2021-11-16,23:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Aron Dietrich
2017-01-04,20:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Elenora Steuber
2022-02-04,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Ima Hilpert
2023-03-21,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Willy Heller
2020-07-12,22:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Nellie Schowalter
2022-01-07,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Nellie Schowalter
2015-11-06,22:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Burdette Ankunding
2021-05-25,18:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Ernesto Zboncak
2018-11-13,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Narciso Stiedemann
2023-11-02,18:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Brannon Upton
2018-06-09,23:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Jenifer Kuvalis
2022-10-06,19:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Francisca Monahan
2020-10-28,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Terrance Robel
2017-08-19,21:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Graciela Kuvalis
2017-12-18,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Graciela Kuvalis
2021-05-05,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Madge Kuphal
2023-02-06,18:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Fatima Murazik
2020-09-12,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Sammie Dicki
2019-01-07,20:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Robert Dietrich
2023-08-17,18:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Wilson Stracke
2015-11-03,20:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Gayle Walker
2022-10-22,22:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Mike Herman
2018-10-01,21:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Karina Muller
2019-11-03,22:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Jayda Beier
2019-01-26,23:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Macie Klocko
2016-05-27,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Geovanny Bayer
2022-08-26,21:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Madonna Veum
2024-01-07,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Elisa Wehner
2021-12-26,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Ova Collins
2024-09-28,23:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Victoria Hodkiewicz
2021-06-20,19:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Fatima Murazik
2017-11-08,20:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Willow Kling
2016-12-19,23:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Mike Herman
2024-01-29,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Golda Donnelly
2019-12-03,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Edmond Bosco
2020-12-21,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Tyreek Padberg
2024-03-14,21:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Jazlyn Little
2020-10-04,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Gayle Walker
2023-11-01,20:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Taylor Hessel
2023-08-20,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Jaquan Goldner
2018-02-17,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Golda Donnelly
2015-09-08,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Gage Fisher
2017-09-09,19:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Bonita Larson
2020-04-25,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Cheyanne Feil
2025-04-27,21:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Orlo Simonis
2016-10-19,23:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Wilson Stracke
2018-09-10,19:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Courtney Satterfield
2021-03-11,19:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Lionel Pfannerstill
2019-09-05,19:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Geovanny Bayer
2015-08-24,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Gideon Pacocha
2020-05-22,18:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Gustave Mante
2025-06-07,22:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Gabe Morar
2017-06-05,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Nellie Schowalter
2022-07-07,21:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Gage Fisher
2025-03-21,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Macie Klocko
2019-10-30,22:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Kian Cremin
2018-02-09,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Charity Hills
2017-03-17,19:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Yasmine Treutel
2023-07-17,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Clint Brakus
2021-10-18,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Terrance Robel
2024-04-13,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Ben Abbott
2015-10-16,20:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Vince Kozey
2020-01-11,18:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Arden Carter
2023-05-01,23:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Kian Cremin
2017-02-24,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Kian Cremin
2023-12-09,19:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Fatima Murazik
2020-02-13,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Keagan Mann
2020-11-05,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Madge Kuphal
2021-02-09,23:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Charity Hills
2018-02-09,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Ludwig Cummings
2018-12-30,22:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Taylor Hessel
2022-04-22,22:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Robert Dietrich
2023-03-20,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Wilson Stracke
2020-06-22,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Antonietta Bernhard
2020-10-28,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Christelle Bogan
2018-04-13,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Torrance Howell
2020-11-06,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Edmond Bosco
2021-03-18,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Kasey Weissnat
2017-12-18,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Stefan Welch
2020-01-09,21:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Antonietta Bernhard
2025-03-18,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Candace Pouros
2021-05-05,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Hailey Schroeder
2017-10-15,18:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lionel Pfannerstill
2023-05-17,23:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Osvaldo Hyatt
2016-12-06,21:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Wilson Stracke
2019-09-20,19:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Morris Hermann
2016-12-05,19:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Mike Herman
2025-05-31,20:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Akeem Blanda
2023-10-13,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Archibald Pacocha
2024-11-18,22:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Brannon Upton
2017-06-17,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Gideon Pacocha
2020-03-08,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Neil Rath
2020-06-03,23:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Fatima Murazik
2016-12-19,23:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Tommie Reynolds
2016-05-30,22:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Gabe Morar
2017-11-13,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Gabe Morar
2025-05-05,21:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Kayla McLaughlin
2016-10-21,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Dale Beer
2021-08-17,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Ludwig Cummings
2018-08-31,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Blanca Langosh
2019-01-03,23:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Christelle Bogan
2020-06-30,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Bridgette Breitenberg
2020-06-22,23:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Francisca Monahan
2022-03-11,23:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Bridgette Breitenberg
2022-07-09,21:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Gayle Walker
2024-08-01,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Archibald Pacocha
2023-12-09,19:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Kayla McLaughlin
2016-01-05,21:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Mike Herman
2016-05-04,20:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Cheyanne Feil
2021-11-25,19:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Willow Kling
2017-09-19,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Shania Greenholt
2021-07-23,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Jaquan Goldner
2019-06-10,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Tommie Reynolds
2023-04-16,20:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Raegan Purdy
2017-11-30,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Narciso Stiedemann
2019-05-31,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Jayda Beier
2020-08-23,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Shania Greenholt
2018-11-11,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Willow Kling
2015-11-26,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Neil Rath
2016-05-31,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Jaden Gutmann
2021-10-19,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Cheyanne Feil
2022-03-20,22:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Deven Ferry
2022-11-11,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Ova Collins
2023-04-01,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Stefan Welch
2022-06-13,23:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Lia Christiansen
2021-10-09,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Burdette Ankunding
2015-08-19,22:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Ben Abbott
2017-08-21,19:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Shanny Konopelski
2018-04-21,18:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Torrance Howell
2020-12-05,19:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Willy Heller
2022-12-29,20:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Nellie Schowalter
2023-10-15,22:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Macie Klocko
2015-12-15,23:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Shanny Konopelski
2024-06-07,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Beau Vandervort
2017-07-10,23:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Lempi Streich
2024-07-05,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Bonita Larson
2017-06-05,19:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Ernesto Zboncak
2025-01-28,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Nelda Hermann
2020-05-14,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Beau Vandervort
2023-05-10,19:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Madonna Veum
2021-03-30,21:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Jaquan Goldner
2019-06-02,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Noelia Schamberger
2017-06-04,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Bonita Larson
2020-11-05,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Wilson Stracke
2015-08-18,22:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Beau Vandervort
2021-07-13,20:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Sammie Dicki
2021-10-07,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Lionel Pfannerstill
2019-11-13,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Willy Heller
2020-11-29,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Beau Vandervort
2015-11-06,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Charity Hills
2016-11-15,18:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Courtney Satterfield
2021-01-29,22:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Elinor Predovic
2019-06-21,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Robert Dietrich
2020-12-26,22:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Burdette Ankunding
2019-09-25,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Antonietta Bernhard
2015-11-06,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Karina Muller
2016-02-19,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Arden Carter
2020-11-08,21:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Golda Donnelly
2022-04-12,19:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Kasey Weissnat
2017-09-07,18:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Archibald Pacocha
2021-01-28,22:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lionel Pfannerstill
2017-06-11,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Eva Stehr
2016-10-13,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Robert Dietrich
2021-12-20,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Ariel Tillman
